filename,width,height,class,xmin,ymin,xmax,ymax
image_000101_9.jpg,1024,1024,track,722,318,743,336
image_000101_9.jpg,1024,1024,track,732,348,755,365
image_000101_9.jpg,1024,1024,track,821,436,844,451
image_000101_9.jpg,1024,1024,track,893,475,911,495
image_000101_9.jpg,1024,1024,track,934,519,953,539
image_000101_9.jpg,1024,1024,track,976,578,993,601
image_000101_9.jpg,1024,1024,track,272,608,296,629
image_000101_9.jpg,1024,1024,track,295,634,318,651
image_000101_9.jpg,1024,1024,track,316,646,337,666
image_000101_9.jpg,1024,1024,track,337,669,354,686
image_000101_9.jpg,1024,1024,track,87,678,110,694
image_000101_9.jpg,1024,1024,track,762,242,796,265
image_000101_9.jpg,1024,1024,track,866,170,892,191
image_000101_9.jpg,1024,1024,track,184,974,199,998
image_000101_9.jpg,1024,1024,track,650,999,667,1021
image_000101_9.jpg,1024,1024,track,571,901,590,919
image_000101_9.jpg,1024,1024,track,321,747,346,764
image_000102_1.jpg,1024,1024,track,405,73,431,95
image_000102_1.jpg,1024,1024,track,434,12,470,49
image_000102_1.jpg,1024,1024,track,403,13,424,33
image_000102_1.jpg,1024,1024,track,565,156,588,173
image_000102_1.jpg,1024,1024,track,583,194,602,218
image_000102_1.jpg,1024,1024,track,629,238,651,254
image_000102_1.jpg,1024,1024,track,711,298,729,315
image_000102_1.jpg,1024,1024,track,667,291,686,309
image_000102_1.jpg,1024,1024,track,801,373,822,390
image_000102_1.jpg,1024,1024,track,870,442,890,464
image_000102_1.jpg,1024,1024,track,960,534,982,552
image_000102_1.jpg,1024,1024,track,820,436,836,456
image_000102_1.jpg,1024,1024,track,641,235,663,253
image_000102_10.jpg,1024,1024,track,55,1015,81,1023
image_000102_10.jpg,1024,1024,track,175,987,191,1006
image_000102_10.jpg,1024,1024,track,130,14,176,51
image_000102_10.jpg,1024,1024,track,123,57,154,80
image_000102_10.jpg,1024,1024,track,156,728,174,751
image_000102_10.jpg,1024,1024,track,200,917,216,940
image_000102_10.jpg,1024,1024,track,0,535,3,554
image_000102_10.jpg,1024,1024,track,87,621,102,640
image_000102_10.jpg,1024,1024,track,50,606,70,625
image_000102_10.jpg,1024,1024,track,197,830,213,851
image_000102_10.jpg,1024,1024,track,215,888,228,911
image_000102_10.jpg,1024,1024,track,101,676,121,696
image_000102_10.jpg,1024,1024,track,222,946,236,966
image_000102_10.jpg,1024,1024,track,223,1002,238,1023
image_000102_15.jpg,1024,1024,track,429,166,451,190
image_000102_15.jpg,1024,1024,track,544,0,562,16
image_000102_15.jpg,1024,1024,track,941,150,965,162
image_000102_15.jpg,1024,1024,track,808,165,825,184
image_000102_15.jpg,1024,1024,track,911,204,936,217
image_000102_15.jpg,1024,1024,track,893,63,919,81
image_000102_15.jpg,1024,1024,track,885,85,910,100
image_000102_15.jpg,1024,1024,track,624,77,648,88
image_000102_15.jpg,1024,1024,track,852,155,876,168
image_000102_15.jpg,1024,1024,track,634,58,656,72
image_000102_15.jpg,1024,1024,track,862,129,888,144
image_000102_15.jpg,1024,1024,track,602,269,615,292
image_000102_15.jpg,1024,1024,track,770,203,789,214
image_000102_15.jpg,1024,1024,track,774,193,793,207
image_000102_15.jpg,1024,1024,track,861,111,896,131
image_000102_15.jpg,1024,1024,track,589,269,603,293
image_000102_15.jpg,1024,1024,track,833,0,857,9
image_000102_15.jpg,1024,1024,track,946,139,972,154
image_000102_15.jpg,1024,1024,track,844,164,871,179
image_000102_15.jpg,1024,1024,track,908,214,934,226
image_000102_16.jpg,1024,1024,track,999,71,1023,97
image_000102_16.jpg,1024,1024,track,337,96,352,117
image_000102_16.jpg,1024,1024,track,0,150,21,162
image_000102_16.jpg,1024,1024,track,230,134,250,160
image_000102_16.jpg,1024,1024,track,371,200,390,220
image_000102_16.jpg,1024,1024,track,91,193,109,214
image_000102_16.jpg,1024,1024,track,185,31,200,55
image_000102_16.jpg,1024,1024,track,377,207,400,225
image_000102_16.jpg,1024,1024,track,308,106,324,128
image_000102_16.jpg,1024,1024,track,651,56,668,78
image_000102_16.jpg,1024,1024,track,2,139,28,154
image_000102_16.jpg,1024,1024,track,332,262,350,283
image_000102_16.jpg,1024,1024,track,336,192,352,213
image_000102_17.jpg,1024,1024,track,55,71,81,97
image_000102_17.jpg,1024,1024,track,175,43,191,62
image_000102_17.jpg,1024,1024,track,123,339,137,359
image_000102_17.jpg,1024,1024,track,214,216,230,242
image_000102_17.jpg,1024,1024,track,205,318,221,337
image_000102_17.jpg,1024,1024,track,222,2,236,22
image_000102_17.jpg,1024,1024,track,205,88,221,107
image_000102_17.jpg,1024,1024,track,223,58,238,80
image_000102_2.jpg,1024,1024,track,126,758,146,776
image_000102_2.jpg,1024,1024,track,508,875,528,893
image_000102_2.jpg,1024,1024,track,322,753,347,771
image_000102_2.jpg,1024,1024,track,16,534,38,552
image_000102_2.jpg,1024,1024,track,224,681,245,696
image_000102_2.jpg,1024,1024,track,625,957,645,977
image_000102_2.jpg,1024,1024,track,167,764,186,783
image_000102_2.jpg,1024,1024,track,230,821,249,841
image_000102_2.jpg,1024,1024,track,296,889,317,904
image_000102_2.jpg,1024,1024,track,337,929,355,944
image_000102_2.jpg,1024,1024,track,351,920,371,937
image_000102_2.jpg,1024,1024,track,430,1000,455,1018
image_000102_2.jpg,1024,1024,track,761,659,790,674
image_000102_2.jpg,1024,1024,track,747,705,774,719
image_000102_3.jpg,1024,1024,track,130,958,176,995
image_000102_3.jpg,1024,1024,track,123,1001,154,1023
image_000102_3.jpg,1024,1024,track,222,917,249,940
image_000102_3.jpg,1024,1024,track,347,843,371,864
image_000102_3.jpg,1024,1024,track,304,889,337,910
image_000102_8.jpg,1024,1024,track,544,939,562,960
image_000102_8.jpg,1024,1024,track,893,1007,919,1023
image_000102_8.jpg,1024,1024,track,919,921,943,935
image_000102_8.jpg,1024,1024,track,771,887,795,911
image_000102_8.jpg,1024,1024,track,624,1021,648,1023
image_000102_8.jpg,1024,1024,track,634,1002,656,1016
image_000102_8.jpg,1024,1024,track,832,886,856,910
image_000102_8.jpg,1024,1024,track,834,906,860,922
image_000102_8.jpg,1024,1024,track,711,533,730,552
image_000102_8.jpg,1024,1024,track,833,939,857,953
image_000102_8.jpg,1024,1024,track,732,851,759,872
image_000102_8.jpg,1024,1024,track,919,911,943,926
image_000102_8.jpg,1024,1024,track,704,869,726,884
image_000102_8.jpg,1024,1024,track,787,880,811,899
image_000102_9.jpg,1024,1024,track,862,900,893,918
image_000102_9.jpg,1024,1024,track,999,1015,1023,1023
image_000102_9.jpg,1024,1024,track,773,370,793,389
image_000102_9.jpg,1024,1024,track,854,465,875,483
image_000102_9.jpg,1024,1024,track,625,13,645,33
image_000102_9.jpg,1024,1024,track,337,0,355,0
image_000102_9.jpg,1024,1024,track,537,168,554,188
image_000102_9.jpg,1024,1024,track,430,56,455,74
image_000102_9.jpg,1024,1024,track,557,167,577,188
image_000102_9.jpg,1024,1024,track,594,222,618,243
image_000102_9.jpg,1024,1024,track,673,274,694,292
image_000102_9.jpg,1024,1024,track,680,301,703,318
image_000102_9.jpg,1024,1024,track,768,394,791,409
image_000102_9.jpg,1024,1024,track,843,431,861,451
image_000102_9.jpg,1024,1024,track,885,474,907,492
image_000102_9.jpg,1024,1024,track,930,535,947,554
image_000102_9.jpg,1024,1024,track,994,606,1014,625
image_000102_9.jpg,1024,1024,track,273,608,297,629
image_000102_9.jpg,1024,1024,track,296,633,319,650
image_000102_9.jpg,1024,1024,track,318,647,339,667
image_000102_9.jpg,1024,1024,track,338,670,355,687
image_000102_9.jpg,1024,1024,track,121,664,144,680
image_000102_9.jpg,1024,1024,track,714,272,748,295
image_000102_9.jpg,1024,1024,track,813,200,839,221
image_000102_9.jpg,1024,1024,track,185,975,200,999
image_000102_9.jpg,1024,1024,track,651,1000,668,1022
image_000102_9.jpg,1024,1024,track,572,902,591,920
image_000102_9.jpg,1024,1024,track,322,748,347,765
image_000103_1.jpg,1024,1024,track,350,10,369,34
image_000103_1.jpg,1024,1024,track,441,111,467,133
image_000103_1.jpg,1024,1024,track,518,108,541,125
image_000103_1.jpg,1024,1024,track,535,143,554,167
image_000103_1.jpg,1024,1024,track,577,190,599,206
image_000103_1.jpg,1024,1024,track,669,253,687,270
image_000103_1.jpg,1024,1024,track,622,242,641,260
image_000103_1.jpg,1024,1024,track,762,341,783,358
image_000103_1.jpg,1024,1024,track,830,400,850,422
image_000103_1.jpg,1024,1024,track,919,494,941,512
image_000103_1.jpg,1024,1024,track,770,383,786,403
image_000103_1.jpg,1024,1024,track,592,186,614,204
image_000103_10.jpg,1024,1024,track,0,931,2,955
image_000103_10.jpg,1024,1024,track,87,38,133,75
image_000103_10.jpg,1024,1024,track,67,96,98,119
image_000103_10.jpg,1024,1024,track,125,678,143,701
image_000103_10.jpg,1024,1024,track,189,856,205,879
image_000103_10.jpg,1024,1024,track,48,577,65,596
image_000103_10.jpg,1024,1024,track,10,561,30,580
image_000103_10.jpg,1024,1024,track,178,776,194,797
image_000103_10.jpg,1024,1024,track,200,836,213,859
image_000103_10.jpg,1024,1024,track,65,623,85,643
image_000103_10.jpg,1024,1024,track,212,896,226,916
image_000103_10.jpg,1024,1024,track,202,967,218,986
image_000103_10.jpg,1024,1024,track,222,948,237,970
image_000103_10.jpg,1024,1024,track,176,0,203,19
image_000103_15.jpg,1024,1024,track,410,195,432,219
image_000103_15.jpg,1024,1024,track,553,0,571,4
image_000103_15.jpg,1024,1024,track,942,150,966,162
image_000103_15.jpg,1024,1024,track,815,153,832,172
image_000103_15.jpg,1024,1024,track,911,204,936,217
image_000103_15.jpg,1024,1024,track,893,63,919,81
image_000103_15.jpg,1024,1024,track,885,86,910,101
image_000103_15.jpg,1024,1024,track,624,74,648,85
image_000103_15.jpg,1024,1024,track,851,156,875,169
image_000103_15.jpg,1024,1024,track,634,57,656,71
image_000103_15.jpg,1024,1024,track,862,129,888,144
image_000103_15.jpg,1024,1024,track,602,270,615,293
image_000103_15.jpg,1024,1024,track,770,203,789,214
image_000103_15.jpg,1024,1024,track,774,193,793,207
image_000103_15.jpg,1024,1024,track,861,111,896,131
image_000103_15.jpg,1024,1024,track,589,270,603,294
image_000103_15.jpg,1024,1024,track,833,0,857,9
image_000103_15.jpg,1024,1024,track,946,139,972,154
image_000103_15.jpg,1024,1024,track,844,164,871,179
image_000103_15.jpg,1024,1024,track,908,214,934,226
image_000103_16.jpg,1024,1024,track,916,0,946,11
image_000103_16.jpg,1024,1024,track,1023,114,1023,140
image_000103_16.jpg,1024,1024,track,338,97,351,115
image_000103_16.jpg,1024,1024,track,0,150,22,162
image_000103_16.jpg,1024,1024,track,231,137,246,156
image_000103_16.jpg,1024,1024,track,374,200,386,220
image_000103_16.jpg,1024,1024,track,90,193,106,213
image_000103_16.jpg,1024,1024,track,186,32,200,53
image_000103_16.jpg,1024,1024,track,381,205,399,225
image_000103_16.jpg,1024,1024,track,311,106,327,128
image_000103_16.jpg,1024,1024,track,650,56,667,78
image_000103_16.jpg,1024,1024,track,2,139,28,154
image_000103_16.jpg,1024,1024,track,334,262,347,280
image_000103_16.jpg,1024,1024,track,337,190,351,211
image_000103_17.jpg,1024,1024,track,0,0,2,11
image_000103_17.jpg,1024,1024,track,79,114,105,140
image_000103_17.jpg,1024,1024,track,179,117,195,136
image_000103_17.jpg,1024,1024,track,219,161,235,187
image_000103_17.jpg,1024,1024,track,210,259,226,278
image_000103_17.jpg,1024,1024,track,202,23,218,42
image_000103_17.jpg,1024,1024,track,222,4,237,26
image_000103_17.jpg,1024,1024,track,190,321,208,341
image_000103_2.jpg,1024,1024,track,170,809,190,827
image_000103_2.jpg,1024,1024,track,463,842,483,860
image_000103_2.jpg,1024,1024,track,267,715,292,733
image_000103_2.jpg,1024,1024,track,172,649,196,668
image_000103_2.jpg,1024,1024,track,588,926,608,946
image_000103_2.jpg,1024,1024,track,117,703,136,722
image_000103_2.jpg,1024,1024,track,180,772,199,792
image_000103_2.jpg,1024,1024,track,246,838,268,853
image_000103_2.jpg,1024,1024,track,285,875,303,897
image_000103_2.jpg,1024,1024,track,294,865,314,885
image_000103_2.jpg,1024,1024,track,375,947,395,965
image_000103_2.jpg,1024,1024,track,761,659,790,674
image_000103_2.jpg,1024,1024,track,747,704,774,718
image_000103_3.jpg,1024,1024,track,87,982,133,1019
image_000103_3.jpg,1024,1024,track,176,940,203,963
image_000103_3.jpg,1024,1024,track,304,867,328,888
image_000103_3.jpg,1024,1024,track,255,919,288,940
image_000103_8.jpg,1024,1024,track,553,927,571,948
image_000103_8.jpg,1024,1024,track,893,1007,919,1023
image_000103_8.jpg,1024,1024,track,919,921,943,935
image_000103_8.jpg,1024,1024,track,771,887,795,911
image_000103_8.jpg,1024,1024,track,624,1018,648,1023
image_000103_8.jpg,1024,1024,track,634,1001,656,1015
image_000103_8.jpg,1024,1024,track,832,886,856,910
image_000103_8.jpg,1024,1024,track,834,906,860,922
image_000103_8.jpg,1024,1024,track,711,534,730,553
image_000103_8.jpg,1024,1024,track,833,939,857,953
image_000103_8.jpg,1024,1024,track,730,851,759,872
image_000103_8.jpg,1024,1024,track,919,911,943,926
image_000103_8.jpg,1024,1024,track,702,865,724,883
image_000103_8.jpg,1024,1024,track,787,881,811,900
image_000103_9.jpg,1024,1024,track,916,931,946,955
image_000103_9.jpg,1024,1024,track,721,323,741,342
image_000103_9.jpg,1024,1024,track,803,419,824,437
image_000103_9.jpg,1024,1024,track,588,0,608,2
image_000103_9.jpg,1024,1024,track,1011,96,1023,119
image_000103_9.jpg,1024,1024,track,486,121,503,141
image_000103_9.jpg,1024,1024,track,375,3,395,21
image_000103_9.jpg,1024,1024,track,496,112,516,133
image_000103_9.jpg,1024,1024,track,543,172,567,193
image_000103_9.jpg,1024,1024,track,622,224,643,242
image_000103_9.jpg,1024,1024,track,625,250,648,267
image_000103_9.jpg,1024,1024,track,716,343,739,358
image_000103_9.jpg,1024,1024,track,790,386,813,406
image_000103_9.jpg,1024,1024,track,838,428,860,446
image_000103_9.jpg,1024,1024,track,881,492,898,511
image_000103_9.jpg,1024,1024,track,992,577,1009,596
image_000103_9.jpg,1024,1024,track,954,561,974,580
image_000103_9.jpg,1024,1024,track,1009,623,1023,643
image_000103_9.jpg,1024,1024,track,272,607,296,628
image_000103_9.jpg,1024,1024,track,296,632,319,649
image_000103_9.jpg,1024,1024,track,317,647,338,667
image_000103_9.jpg,1024,1024,track,338,670,355,687
image_000103_9.jpg,1024,1024,track,144,655,167,671
image_000103_9.jpg,1024,1024,track,664,304,698,327
